index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,danceability_s,energy_s,valence_s,tempo_s,quality_index,hidden_gem
29859,2zhqm7h2RiyPuG0L5cAqN7,Animadrop,Stuck in a Timeloop,Stuck in a Timeloop,41,416210,False,0.48,0.903,7,-3.262,1,0.191,0.294,0.00278,0.202,0.188,95.063,4,dubstep,0.4873096446700507,0.903,0.18894472361809045,0.39060779383002153,0.5264181227627137,False
64660,29aFRSKkk2kYToZF3JgVJC,Julie London,Desayuno en calma,I'm In The Mood For Love,0,149826,False,0.58,0.0545,9,-14.594,0,0.0473,0.963,0.000265,0.0967,0.177,123.341,4,jazz,0.5888324873096445,0.0545,0.1778894472361809,0.5068002892691024,0.27374064484860844,False
89740,50zpoWMidTPVoCjBBNMfMP,Farina,Perreo Tenebroso Vol. 1,El Problema,0,206173,False,0.535,0.651,0,-3.612,1,0.402,0.0542,0.131,0.0751,0.515,179.795,4,reggaeton,0.5431472081218274,0.651,0.5175879396984925,0.7387661686636096,0.5705783826067733,False
17859,1ylzRbRcouAgM8iZF4SqCK,DJ Flex,Amaka,Amaka,15,188844,False,0.821,0.824,5,-5.971,0,0.0334,0.412,0.871,0.11,0.692,119.006,4,club,0.8335025380710659,0.824,0.6954773869346732,0.4889880512137797,0.7843266416685797,True
103660,0n4bITAu0Y0nigrz3MFJMb,Robin Thicke;T.I.;Pharrell Williams,Blurred Lines (Deluxe),Blurred Lines,76,263826,False,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4,soul,0.865989847715736,0.599,0.8472361809045225,0.49304357115855557,0.7707420095400862,False
27521,6U3KzIa82ZCKAROmpg7PqT,A.M.C,ENERGY,The End,18,316534,False,0.568,0.995,0,0.651,1,0.216,0.000282,0.213,0.788,0.4,172.021,4,drum-and-bass,0.5766497461928933,0.995,0.40201005025125625,0.7068232993113422,0.6578865988147166,False
8859,0YZ3J8xzGwLOg4yEgST1YK,Joe Cocker,With A Little Help From My Friends,With A Little Help From My Friends,67,312173,False,0.307,0.43,2,-11.333,1,0.0629,0.288,0.000994,0.0988,0.305,145.224,3,blues,0.31167512690355326,0.43,0.30653266331658285,0.5967161382574824,0.34940259674004537,False
100411,0hwZcTCXYNTY6zrpWpfmnU,Mad Caddies,Punk Rocksteady,Sorrow,34,208730,False,0.759,0.709,7,-5.392,1,0.0361,0.0912,9.76e-05,0.149,0.96,134.054,4,ska,0.7705583756345177,0.709,0.9648241206030149,0.5508193218611837,0.8147941654125108,False
93626,0DbjnobMwfD3rs9zcfCjfQ,Сергей Захаров,20 золотых шедевров романса,Милая,0,159760,False,0.263,0.404,2,-8.402,1,0.0393,0.926,0.00531,0.215,0.226,82.82,1,romance,0.267005076142132,0.404,0.22713567839195978,0.3403020889831205,0.29938025151136394,False
72411,2uD8ezTUaLTtoqaXUiWPIR,Periphery,Periphery III: Select Difficulty,Lune,38,467013,False,0.488,0.851,5,-6.146,1,0.0447,0.00208,0.000501,0.0943,0.337,134.99,1,metalcore,0.49543147208121824,0.851,0.33869346733668343,0.5546652860641323,0.5617083131393006,False
86737,1964zxkJByManoIYrUkSHU,Tihuana,Nova Bis - Tihuana,Tropa De Elite,39,194773,False,0.716,0.881,2,-5.879,1,0.0935,0.0434,0.0,0.0383,0.962,144.324,4,punk,0.7269035532994923,0.881,0.9668341708542713,0.5930180957546473,0.8582459080512544,False
49411,3UjxmoAp5oSdz3aAh4zcgd,Noisecontrollers;Bass Modulators,Chapter One,See The Light - Radio Edit,50,206515,False,0.44,0.88,0,-5.748,1,0.0911,0.00461,3.23e-05,0.0638,0.297,149.747,4,hardstyle,0.44670050761421315,0.88,0.29849246231155774,0.6153008563022863,0.5417309899752569,False
61626,1aTEygvJz9cA86mzGxJVAT,PASSEPIED,&DNA,スーパーカー,20,264453,False,0.464,0.845,10,-3.791,1,0.0371,0.145,0.0077,0.239,0.662,171.839,4,j-idol,0.47106598984771575,0.845,0.6653266331658291,0.7060754729385468,0.6604642076711816,False
86859,10lP5x0csV13P1aZyLYADs,Simple Plan,Get Your Heart On! (Deluxe Edition),Last One Standing,55,207293,False,0.498,0.969,9,-3.662,1,0.0747,0.000473,0.000369,0.0627,0.509,167.116,4,punk,0.5055837563451776,0.969,0.5115577889447236,0.6866689676708907,0.6620471817633004,False
112678,4wD1Vpnw2jUHs07HeAEeFt,Rota,İblisler,İblisler,39,233379,True,0.688,0.886,11,-5.435,1,0.339,0.115,0.0,0.187,0.667,144.972,4,turkish,0.6984771573604059,0.886,0.6703517587939698,0.5956806863566886,0.7516096387181253,False
7521,2MgFMPG85DiVFXzO4zx3UD,Greensky Bluegrass,Handguns,Lose My Way,23,444533,False,0.585,0.573,0,-8.096,1,0.0256,0.773,0.409,0.102,0.53,109.374,4,bluegrass,0.5939086294416243,0.573,0.5326633165829145,0.4494107785612149,0.5665239820081797,False
111513,6qN2alQY36EbEjpBhDP9FE,DJ Shadow,Preemptive Strike,What Does Your Soul Look Like - Pt. 2,42,831400,False,0.638,0.369,7,-12.515,0,0.0693,0.284,0.904,0.104,0.0902,141.923,4,trip-hop,0.6477157360406091,0.369,0.09065326633165828,0.5831525401443058,0.3691230007907558,False
29626,46DRBgPZrFJKDHHQYIY6OG,ATLiens,Alchemy,Alchemy,51,150000,False,0.738,0.867,8,-5.249,0,0.227,0.0109,0.0825,0.213,0.366,160.066,5,dubstep,0.7492385786802029,0.867,0.36783919597989945,0.6577009680653485,0.6613592582200342,False
19859,3y4LxiYMgDl4RethdzpmNe,Faith Hill,Breathe,Breathe,67,250546,False,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,4,country,0.5370558375634518,0.496,0.2793969849246231,0.5623448876616867,0.43748427416269164,False
54678,6zJyL9SCOdUmN6nEz33QB7,LFO,Advance,Shut Down,12,290800,False,0.521,0.978,5,-8.833,0,0.0804,0.029,0.957,0.153,0.158,137.242,4,idm,0.5289340101522843,0.978,0.1587939698492462,0.5639186101934487,0.5552426600005101,False
79136,4uNG9ER2pDOayDd1Wq8Cjq,Elton John;Britney Spears;Purple Disco Machine,Hold Me Closer (Purple Disco Machine Remix),Hold Me Closer - Purple Disco Machine Remix,0,218853,False,0.692,0.842,0,-4.871,1,0.136,0.0506,1.79e-06,0.147,0.777,125.972,4,piano,0.7025380710659898,0.842,0.7809045226130653,0.5176109001857239,0.7751475312263517,True
55660,7I1nwZimETiRW83xZv023W,Ritviz;Karan Kanchan,Dev,Khamoshi,47,189391,False,0.714,0.666,11,-7.944,1,0.0434,0.00451,0.0001,0.42,0.619,114.95,4,indian,0.7248730964467004,0.666,0.622110552763819,0.4723222063343359,0.6709945497368398,False
5737,7AlSUZpdxkzvHJBut5rzjn,Divide Music,Never Enough,Never Enough,52,227428,False,0.513,0.696,7,-6.533,0,0.0336,0.132,3.65e-05,0.117,0.0883,104.952,4,anime,0.5208121827411167,0.696,0.08874371859296482,0.4312410630639515,0.4351853004446939,False
39859,4fkFsB17kyzq27QhOVt19V,Neptunica;Matthew Clanton,Love Is Gone,Love Is Gone,65,157894,False,0.629,0.815,7,-6.046,1,0.0683,0.016,0.000153,0.236,0.185,152.014,4,german,0.6385786802030456,0.815,0.185929648241206,0.6246158144733166,0.546502776148084,False
113737,5FQxCrphg2xjAhNzUXRQxc,Hillsong Worship,There Is More,Lettered Love - Live,40,222733,False,0.333,0.52,0,-9.746,1,0.0315,0.182,6.28e-06,0.673,0.259,91.983,4,world-music,0.3380710659898477,0.52,0.26030150753768844,0.3779522705980968,0.37279085784251204,False
57521,11BUFxLtMAVUtJaTnNK8Ey,JVKE;ILLENIUM;NURKO,golden hour (ILLENIUM & NURKO Remix),golden hour - ILLENIUM & NURKO Remix,57,201904,False,0.453,0.771,1,-4.382,0,0.0341,0.046,0.0,0.159,0.0754,126.003,4,indie,0.4598984771573604,0.771,0.0757788944723618,0.517738277205266,0.4355591238765741,False
68859,5q2JbCNi4FcnglgPfxcV65,Anuel AA;Daddy Yankee;Zion & Lennox;Farruko;Wisin,Sola (Remix),Sola (Remix),78,307910,False,0.639,0.869,11,-4.024,1,0.147,0.27,0.0,0.0802,0.767,169.801,4,latino,0.6487309644670051,0.869,0.7708542713567839,0.6977014611376822,0.7628617452745964,False
41737,5xX58ok24goewnuvic3Q4m,Timo Räisänen,...And Then There Was Timo,You Shook Me All Night Long,21,240093,False,0.585,0.232,7,-10.912,1,0.0287,0.866,0.0,0.0657,0.12,135.878,4,goth,0.5939086294416243,0.232,0.12060301507537687,0.5583140213335962,0.31550388150566705,False
44136,2o4AknH1hXnleCRW2rH45w,Alter Bridge,Blackbird,Blackbird,57,478133,False,0.279,0.806,6,-4.714,0,0.0448,0.00499,0.0126,0.116,0.132,149.463,3,grunge,0.283248730964467,0.806,0.13266331658291458,0.614133918445836,0.40730401584912723,False
83660,273n4aGEPcL1HrcdhpGGul,KSHMR;NOUMENN,Around The World (feat. NOUMENN),Around The World (feat. NOUMENN),45,199017,False,0.582,0.863,5,-4.067,1,0.0356,0.0334,1.42e-05,0.371,0.333,112.073,4,progressive-house,0.5908629441624365,0.863,0.3346733668341708,0.46050079713360614,0.5961787703322025,False
52513,0ql727m0Dm5hszWIsI1BwX,Hank Williams,The Immortal,Pan American,13,170800,False,0.581,0.427,4,-10.369,1,0.0325,0.734,0.000809,0.0809,0.797,85.724,4,honky-tonk,0.5898477157360406,0.427,0.8010050251256281,0.3522344394589353,0.6059509136205562,False
113660,6jAAYLKxXPyeEoddXu6Gf7,Tenth Avenue North,The Struggle,Worn,50,244120,False,0.51,0.42,6,-8.014,1,0.0312,0.384,0.0,0.102,0.19,125.898,4,world-music,0.5177664974619289,0.42,0.19095477386934673,0.5173068389132686,0.3762404237770918,False
73859,1qolXijooNmOF6qs5Jz7Aq,Matador;braev,Eternity,Eternity,34,416626,False,0.727,0.632,11,-9.523,0,0.0682,0.0042,0.691,0.0982,0.24,122.989,4,minimal-techno,0.7380710659898476,0.632,0.24120603015075373,0.5053539437568825,0.5370923653802004,False
82740,2DGoiBUZSbprAcvGw5l1W7,Screeching Weasel,Anthem for a New Tomorrow,Every Night,23,222706,False,0.22,0.872,8,-5.388,1,0.0461,0.00048,0.000186,0.0541,0.414,177.017,4,power-pop,0.22335025380710657,0.872,0.4160804020100502,0.7273515441381917,0.5038102186057188,False
42740,1xi0HFAsNfM5t0v7sFqkU2,Disfear,Misanthropic Generation,Rat Race,13,157426,True,0.319,0.993,8,-4.993,1,0.136,1.47e-06,0.151,0.405,0.259,117.598,4,grindcore,0.32385786802030453,0.993,0.26030150753768844,0.4832026691648998,0.5257197918526643,False
24513,51teckQO0O1ql5D4edLdua,Octave One,Love by Machine,7 b4 Dawn - Original Mix,5,382427,False,0.836,0.798,9,-8.995,0,0.0463,0.00068,0.941,0.0739,0.925,126.006,4,detroit-techno,0.848730964467005,0.798,0.9296482412060301,0.5177506040136088,0.8587930685576785,True
75521,4TtTr61i4LVKO8mrx7KPHB,David Lanz,Return To The Heart,Improvisation: Friedensengel (Angel Of Peace),22,90026,False,0.574,0.00638,0,-31.925,1,0.0465,0.989,0.682,0.0828,0.408,116.734,4,new-age,0.5827411167512689,0.00638,0.41005025125628136,0.479652548362178,0.33305712266918347,False
47859,6kAOsnRUgp21bPiUoVZeuJ,Ozzy Osbourne;Jeff Beck,Patient Number 9 (feat. Jeff Beck),Patient Number 9 (feat. Jeff Beck),61,441402,False,0.316,0.869,7,-4.244,0,0.0642,0.000197,0.199,0.133,0.302,169.916,4,hard-rock,0.3208121827411167,0.869,0.30351758793969846,0.6981739887908223,0.49777659022693843,False
38859,3OtId2P71K4wGAAJk8QCIR,Royal Blood,Honeybrains,Honeybrains,58,186847,False,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,3,garage,0.5309644670050762,0.8,0.6070351758793969,0.5172575316798974,0.6459998809614911,False
12859,5MH9JHCKH1Hm3ih9m9ljy8,Hins Cheung,笑忘書,騷靈情歌,45,249293,False,0.489,0.337,8,-12.972,1,0.112,0.301,0.0,0.13,0.276,179.599,4,cantopop,0.4964467005076142,0.337,0.27738693467336684,0.7379608171852143,0.3702778783936604,False
29136,2yg53XBaQDtIk6hYT2VFSD,William Black;Fairlane,Broken,Broken,47,228705,False,0.49,0.828,1,-4.374,1,0.0379,0.0265,0.0,0.149,0.31,170.049,4,dubstep,0.4974619289340101,0.828,0.3115577889447236,0.6987204772940191,0.5456732392929112,False
3737,4k2AjlWruIygEiZyJEy01I,Os Paralamas Do Sucesso,Acústico (Live),Tendo A Lua - Ao Vivo,51,200826,False,0.492,0.794,5,-5.823,1,0.046,0.196,2.62e-06,0.873,0.683,167.815,4,alternative,0.499492385786802,0.794,0.6864321608040201,0.6895411140147593,0.6599748488636075,False
97626,6xsEgCQbbRngiZKTyAxvkQ,João de Souza & Bonifacio,Sistema Pesado,Mete o Pé e Vaza,46,166132,False,0.749,0.775,11,-4.689,0,0.155,0.222,0.0,0.177,0.773,163.048,4,sertanejo,0.7604060913705584,0.775,0.7768844221105528,0.6699538155580756,0.7707635044937037,False
69660,1xs80jiAaDBjDzROXVVVnn,Saleem,Mere Jogi Nath,Mere Jogi Nath,23,295400,False,0.673,0.922,0,-7.078,0,0.0586,0.217,2.85e-06,0.0986,0.773,100.004,4,malay,0.683248730964467,0.922,0.7768844221105528,0.4109100471705866,0.7940443843583399,False
37737,4PVDAebj5ADsLOBw1D9KbP,BIN;Azevedo;Mainstreet;Kizzy,Para todas as mulheres que já rimei,Fim de Nós 2,46,180000,False,0.582,0.467,5,-7.674,1,0.0367,0.183,0.0,0.0931,0.486,119.842,4,funk,0.5908629441624365,0.467,0.4884422110552763,0.4924231218053022,0.5154350517392375,False
52660,5E0HsaeTON2ucXXArmSHNp,George Jones,Mr. Country and Western,Small Time Laboring Man,11,153862,False,0.497,0.29,4,-14.014,1,0.0284,0.914,3.33e-05,0.134,0.451,93.128,3,honky-tonk,0.5045685279187817,0.29,0.45326633165829144,0.3826570024489259,0.41594495319235775,False
56859,6qr6qpP9J9YBBYsVmJFd5c,Vansire,After Fillmore County,The Latter Teens,64,221648,False,0.658,0.441,11,-10.008,0,0.0436,0.681,0.241,0.109,0.354,129.599,4,indie-pop,0.6680203045685279,0.441,0.3557788944723618,0.5325140114721496,0.48826639968029656,False
52136,1e6sJSsSVQDq4ucpJ6l7cG,Ray Price,Night Life,Bright Lights and Blonde Haired Women,19,142800,False,0.639,0.28,9,-13.535,1,0.0325,0.848,0.0,0.472,0.673,117.071,4,honky-tonk,0.6487309644670051,0.28,0.6763819095477387,0.4810372598326841,0.5350376246715812,False
17411,0MGkVtHqa6hp9WFaUc0fq1,Le Castle Vania,Payday,Fully Loaded Epic Win,39,187001,False,0.679,0.952,1,-2.777,1,0.0596,1.66e-05,0.686,0.515,0.175,128.033,4,club,0.6893401015228426,0.952,0.1758793969849246,0.5260794175172164,0.6057398328359224,False
